Pin,Pin Name,Bank,I/O Type
U37,VCCINT,NA,NA
U39,VCCINT,NA,NA
U41,VCCINT,NA,NA
V20,VCCINT,NA,NA
V22,VCCINT,NA,NA
V24,VCCINT,NA,NA
V26,VCCINT,NA,NA
V28,VCCINT,NA,NA
V30,VCCINT,NA,NA
V32,VCCINT,NA,NA
V34,VCCINT,NA,NA
V36,VCCINT,NA,NA
V38,VCCINT,NA,NA
V40,VCCINT,NA,NA
W19,VCCINT,NA,NA
W21,VCCINT,NA,NA
W23,VCCINT,NA,NA
W35,VCCINT,NA,NA
W37,VCCINT,NA,NA
W39,VCCINT,NA,NA
W41,VCCINT,NA,NA
Y20,VCCINT,NA,NA
Y22,VCCINT,NA,NA
Y24,VCCINT,NA,NA
Y36,VCCINT,NA,NA
Y38,VCCINT,NA,NA
Y40,VCCINT,NA,NA
AB42,VCCINT_GT_L,NA,NA
AD42,VCCINT_GT_L,NA,NA
AF42,VCCINT_GT_L,NA,NA
AH42,VCCINT_GT_L,NA,NA
AK42,VCCINT_GT_L,NA,NA
AM42,VCCINT_GT_L,NA,NA
AP42,VCCINT_GT_L,NA,NA
AT42,VCCINT_GT_L,NA,NA
AV42,VCCINT_GT_L,NA,NA
AY42,VCCINT_GT_L,NA,NA
P42,VCCINT_GT_L,NA,NA
T42,VCCINT_GT_L,NA,NA
V42,VCCINT_GT_L,NA,NA
Y42,VCCINT_GT_L,NA,NA
AD22,VCCINT_SENSE,NA,NA
AE15,VCCO_503,503,NA
AF16,VCCO_503,503,NA
AG15,VCC_BATT,NA,NA
AT18,VCC_CPM5,NA,NA
AU19,VCC_CPM5,NA,NA
AV18,VCC_CPM5,NA,NA
AW19,VCC_CPM5,NA,NA
AY18,VCC_CPM5,NA,NA
BA19,VCC_CPM5,NA,NA
BB18,VCC_CPM5,NA,NA
AJ15,VCC_FUSE,NA,NA
BC28,VCC_IO,NA,NA
BC30,VCC_IO,NA,NA
BC32,VCC_IO,NA,NA
BD29,VCC_IO,NA,NA
BD31,VCC_IO,NA,NA
AL15,VCC_PMC,NA,NA
AM16,VCC_PMC,NA,NA
AN15,VCC_PMC,NA,NA
AN17,VCC_PMC,NA,NA
AU15,VCC_PSLP,NA,NA
AV15,VCC_PSLP,NA,NA
AW16,VCC_PSLP,NA,NA
AW17,VCC_PSLP,NA,NA
AC23,VCC_RAM,NA,NA
AC25,VCC_RAM,NA,NA
AC27,VCC_RAM,NA,NA
AC29,VCC_RAM,NA,NA
AC31,VCC_RAM,NA,NA
AC33,VCC_RAM,NA,NA
AC35,VCC_RAM,NA,NA
AC37,VCC_RAM,NA,NA
AB21,VCC_SOC,NA,NA
AB22,VCC_SOC,NA,NA
AB24,VCC_SOC,NA,NA
AB25,VCC_SOC,NA,NA
AB27,VCC_SOC,NA,NA
AB28,VCC_SOC,NA,NA
AB30,VCC_SOC,NA,NA
AB31,VCC_SOC,NA,NA
AB33,VCC_SOC,NA,NA
AB34,VCC_SOC,NA,NA
AB36,VCC_SOC,NA,NA
AB37,VCC_SOC,NA,NA
AM20,VCC_SOC,NA,NA
AM21,VCC_SOC,NA,NA
AM23,VCC_SOC,NA,NA
AM36,VCC_SOC,NA,NA
AM38,VCC_SOC,NA,NA
AM39,VCC_SOC,NA,NA
AN20,VCC_SOC,NA,NA
AN22,VCC_SOC,NA,NA
AN23,VCC_SOC,NA,NA
AN37,VCC_SOC,NA,NA
AN38,VCC_SOC,NA,NA
BC19,VCC_SOC,NA,NA
BC21,VCC_SOC,NA,NA
BC22,VCC_SOC,NA,NA
BC24,VCC_SOC,NA,NA
BC25,VCC_SOC,NA,NA
BC27,VCC_SOC,NA,NA
BC34,VCC_SOC,NA,NA
BC36,VCC_SOC,NA,NA
BC37,VCC_SOC,NA,NA
BC39,VCC_SOC,NA,NA
BC40,VCC_SOC,NA,NA
BC42,VCC_SOC,NA,NA
BD18,VCC_SOC,NA,NA
BD20,VCC_SOC,NA,NA
BD21,VCC_SOC,NA,NA
BD23,VCC_SOC,NA,NA
BD38,VCC_SOC,NA,NA
BD39,VCC_SOC,NA,NA
BD41,VCC_SOC,NA,NA
BD42,VCC_SOC,NA,NA
P20,VCC_SOC,NA,NA
P21,VCC_SOC,NA,NA
P23,VCC_SOC,NA,NA
P24,VCC_SOC,NA,NA
P26,VCC_SOC,NA,NA
P27,VCC_SOC,NA,NA
P29,VCC_SOC,NA,NA
P30,VCC_SOC,NA,NA
P32,VCC_SOC,NA,NA
P33,VCC_SOC,NA,NA
P35,VCC_SOC,NA,NA
P36,VCC_SOC,NA,NA
P38,VCC_SOC,NA,NA
P39,VCC_SOC,NA,NA
P41,VCC_SOC,NA,NA
AW22,VN_500,NA,PMCDIO
AV21,VP_500,NA,PMCDIO
AV22,VREFN_500,NA,PMCDIO
AW21,VREFP_500,NA,PMCDIO
